MESSAGE	MSGID
User-defined restriction ~p1.  Userclass authorization ~p2 deleted.	2890
User-defined restriction ~p1.  Userclass authorization ~p2 modified.	2891
User-defined restriction ~p1.  Userclass authorization ~p2 not created.	2892
User-defined restriction ~p1.  Userclass authorization ~p2 not deleted.	2893
User-defined restriction ~p1.  Userclass authorization ~p2 not modified.	2894
Userclass ~p1 cannot add users to a secure userclass	2895
Userclass ~p1 may not override.  Press Select key for authorized userclasses.	2896
Userclass ~p1 must use function name starting with ""Z""	2897
Userclass ~p1 not authorized for this function	2898
Userclass ~p1 not authorized to effective-date prior to ~p2	2899
Userclass ~p1 not authorized to override	2900
Userclass ~p1 not authorized to override error type ~p2	2901
Userclass ~p1 not authorized to run this event	2902
Userclass ~p1 not created	2903
Userclass ~p1 not deleted	2904
Userclass ~p1 not modified	2905
Valid company name is ~p1	2906
Valid for calculation option 1 only	2907
Valid for member only	2908
Valid format $$ or $$.cc	2909
Account Reconciliation System data created	2910
Valid format is either TAG^ROUTINE or ^ROUTINE	2911
Account Reconciliation System data not created	2912
Account status must be 5 before processing closeout	2913
Valid frequencies - ~p1	2914
Redemption sweep to ~p1	2915
Redemption sweep	2916
Valid Qualifiers are * (all) or *NODE=node or *REQ	2917
Valid ZIP code range for ~p1 is ~p2 - ~p3	2918
Value above maximum range ~p1	2919
Value below minimum range ~p1	2920
Value must be greater than zero	2921
Value must not exceed ~p1 resubmissions	2922
Purchase sweep	2923
Values '0' or '1' only	2924
Values 'D', 'M', or 'Y' only	2925
Variable %O not defined	2926
Variable amounts cannot be used for G/L accounts	2927
Variable CID not defined	2928
Variable format	2929
Variable name syntax ~p1	2930
Purchase sweep from ~p1	2931
Variable payment change notice for account ~p1 modified	2932
Variable payment change notice for account ~p1 not modified	2933
Variable PBKNODE not defined	2934
Variable rate change notice for account ~p1 modified	2935
Variable rate change notice for account ~p1 not modified	2936
Exchange sweep	2937
Variable to display or <SEL> for options	2938
Vendor for ~p1 created	2939
Vendor for ~p1 modified	2940
Vendor for ~p1 not created	2941
Vendor for ~p1 not modified	2942
Verification complete	2943
Verification complete ... No errors found.	2944
Verification not complete	2945
Verification of DAYEND file is complete	2946
Verify that all elements are linked to an existing frequency	2947
Verify that all percentages have an associated base	2948
Verify that all tiers have values associated with them	2949
Verify that all values have an associated tier	2950
Version number of client message is not compatible with server	2951
Maximum file sequence exceeded for today	2952
view error	2953
Void date is prior to issue date of ~p1	2954
Warning - account integrity errors may have been introduced	2955
Warning - application program <~p1> will be deleted	2956
Warning - branch ~p1 did not complete end-of-day	2957
Warning - checks printed past check load range	2958
Warning - CIF is not an owner of this account	2959
Warning - database reorganization may be required	2960
Host is off-line. Cannot post transaction.	2961
Warning - end-of-day has not been run for remote branch ~p1	2962
Warning - exceeds maturity date	2963
Warning - Group will Change from ~p1 to ~p2	2964
Warning - invalid M expression (V 5.0)	2965
Warning - invalid U.S. tax ID	2966
Warning - line tag error - ~p1	2967
Time Interval must have a positive value	2968
Warning - ranges overlap	2969
Warning - remote branch ~p1 cannot be reached	2970
Warning - table look-up on this data item cannot be validated	2971
Calculated delinquency total due for a period does not match bill record	2972
Warning - unposted transactions for date ~p1, branch ~p2, user ~p3	2973
Warning. ~p1	2974
Weighting factor length must equal or exceed mask length	2975
Weighting factor must equal or exceed maximum account length (12)	2976
With  	2977
Withdrawal of interest/dividend not restricted	2978
Loan Rate adjusted due to Minimum Rate Differential requirement	2979
Transaction code must be in the loan transaction class	2980
Accounts exist with this product type. Cannot delete.	2981
Wrong check type for device ~p1	2982
Year-end reset already run	2983
Year-end reset is not run directly (called by beginning-of-day)	2984
Yield equals ~p1%	2985
You cannot error-correct @ inquiry transactions	2986
Zero (0) amount is not allowed for default	2987
Zero balance account 	2988
Zero is not a valid change amount	2989
Zero records selected	2990
ZIP Code required	2991
Secured loan. Balance of ~p1 unpaid.	2992
PRODDFTD.TRB must be set to 'credit' (1) for nostro accounts	2993
[~p1,~p2] is an implicit file	2994
~p1 available interest/dividend ~p2	2995
Use the Payment Sweep Product Type Priorities functions (@SWPRI*)	2996
~p1  errors logged in exception file	2997
~p1  no errors logged	2998
~p1  penalty assessed ~p2	2999
~p1  run error report	3000
~p1  withholding ~p2	3001
Message type required if transaction reference number is defined	3002
Loan payment sweep priorities not modified	3003
~p1 - account ~p2	3004
~p1 - compile run-time routine ~p2 ...	3005
~p1 - speed keys inoperative	3006
Overdraft payment sweep priorities not modified	3007
~p1 ... Continue? 	3008
Loan payment sweep priorities modified	3009
~p1 ... Use associated CK transaction.	3010
~p1 account does not have any activity	3011
Overdraft payment sweep priorities modified	3012
Pledged account maturity processing transaction	3013
Changed ~p1 from ~p2 to ~p3	3014
Error retrieving account balance	3015
~p1 added to ~p2	3016
~p1 allows fee amount, fee schedule, or fee lookup table entries, not more than one	3017
~p1 already entered for modification	3018
~p1 already exists	3019
~p1 already exists in group ~p2	3020
CMS account balance record	3021
~p1 already tied to this card type	3022
Negative balance not allowed	3023
Error extracting card data	3024
CMS data extract	3025
~p1 complete	3026
~p1 contains ~p2	3027
~p1 deleted	3028
~p1 does not exist	3029
~p1 does not exist in EVENT user table	3030
~p1 does not fit pattern:  99, 9X, X9, or XX	3031
~p1 does not fit pattern:  999999 or 99999X	3032
~p1 entries selected ... Continue?	3033
~p1 error(s) logged today	3034
~p1 errors encountered.  Run standard exception report.	3035
~p1 errors logged	3036
~p1 exceeds length of ~p2	3037
Missing file header record	3038
Invalid file type	3039
~p1 total file(s) selected	3040
~p1 for ~p2	3041
~p1 in group ~p2.  Cannot delete.	3042
~p1 is a direct relationship currency for currency code ~p2	3043
~p1 is not a valid batch originator	3044
~p1 is not a valid destination	3045
~p1 is not a valid file originator	3046
~p1 is not contained in new string	3047
~p1 is the base currency	3048
~p1 is the current default report order	3049
~p1 is the existing relationship code	3050
~p1 is the file originator	3051
Null value for debit/credit option not permitted	3052
~p1 job failure	3053
~p1 keys loaded	3054
Card without account	3055
~p1 Missing run-time routine name ~p2	3056
~p1 no-book transactions not allowed by userclass ~p2	3057
~p1 Not a valid account number	3058
~p1 not allowed on ~p2 account	3059
~p1 not found	3060
~p1 not run	3061
~p1 of ~p2 found ... press any key to stop	3062
No card record	3063
~p1 passbook transactions not allowed by userclass ~p2	3064
~p1 plan ~p2 created	3065
~p1 plan ~p2 deleted	3066
~p1 plan ~p2 modified	3067
~p1 plan ~p2 not created	3068
~p1 plan ~p2 not deleted	3069
~p1 plan ~p2 not modified	3070
~p1 protected	3071
~p1 records added (~p2 - ~p3)	3072
~p1 records deleted (~p2 - ~p3)	3073
~p1 records passed, ~p2 selected	3074
~p1 required for this transaction code	3075
~p1 requires numeric values	3076
~p1 reversal not allowed by userclass ~p2	3077
No account information for account ~p1	3078
No customer information for customer ~p1	3079
~p1 source already posted	3080
~p1 special relationship(s) must be deleted first	3081
~p1 submitted successfully	3082
No account record	3083
No customer record	3084
~p1 translates to ~p2	3085
Archive directory not defined	3086
Output directory not defined	3087
~p1 ~p2 defaults do not currently exist for type ~p3, currency ~p4	3088
~p1 ~p2 defaults do not exist for type ~p3, currency ~p4	3089
Unable to open output file ~p1	3090
Input file already processed	3091
Invalid file type ~p1	3092
Invalid record type	3093
Batch amount ~p1 does not equal trailer ~p2	3094
Batch count ~p1 does not equal trailer ~p2	3095
Plan owner attained minimum age for distribution. No autodistribution established.	3096
~p1 ~p2 must first be defined in currency ~p3	3097
~p1 ~p2 ~p3 exceeds ~p4 ~p5	3098
~p1(current)	3099
Customer number not defined on PROFILE account ~p1	3100
~p1, paid amount is equal to ~p2	3101
~p1, paid date is ~p2	3102
Invalid transaction type	3103
~p1, run error report	3104
~p1, ~p2 changed from ~p3 to ~p4	3105
~p1.  Batch ~p2 is currently running.	3106
~p1.~p2 copied into ~p3.~p4	3107
Product ~p1 changes have been passed to sub-defaults	3108
~p1has descending levels 	3109
~p1 Interest/Dividend adjustment: ~p2	3110
~p1 Interest/Dividend not credited: ~p2	3111
Invalid transaction(Miscellaneous)	3112
Missing ~p1	3113
~p1Negative interest not received:  $~p2	3114
~p1Penalty charge:  ~p2	3115
~p1Penalty waived:   ~p2	3116
Process complete.  Rejected transactions detailed in exception file.	3117
292 received. No original 092: ~p1.	3118
Built confirmation ~p1	3119
Invalid transaction(Secondary)	3120
~p1Withholding:  ~p2	3121
Built rejection ~p1 into custom file	3122
Built rejection ~p1	3123
Data item change will be transferred to accounts	3124
~p1 and booked transaction ~p2	3125
Booked transaction ~p1	3126
Built ~p1	3127
Error: ~p1. No record created.	3128
Invalid card source	3129
Account type indicator missing	3130
Directory ~p1 does not contain status change files	3131
Directory ~p1 does not contain incoming card management files	3132
The MORE token specified is not valid	3133
RSP withholding not applicable on this account type	3134
Usage credit plans only assess on analysis (charge option 2)	3135
Loan disbursement date is later than the maturity date of commitment account ~p1	3136
CIF Purge Verification	3137
CIF purged from file: ~p1	3138
CONTINUING AT THIS POINT WILL PURGE CIF RECORDS	3139
Customer ID does not match that specified in debit authorization information	3140
